"Latitude","Longitude","Species","DBH"
47.559889597,-122.012169724,"Zelkova, Japanese (Zelkova serrata)",1
47.5598491786,-122.012243879,"Zelkova, Japanese (Zelkova serrata)",1
47.5597587183,-122.012083446,"Zelkova, Japanese (Zelkova serrata)",1
47.5597938438,-122.012027116,"Zelkova, Japanese (Zelkova serrata)",1
47.5598337811,-122.011940126,"Zelkova, Japanese (Zelkova serrata)",1
47.5596124416,-122.012367235,"Zelkova, Japanese (Zelkova serrata)",1
47.5598198271,-122.012304488,"Zelkova, Japanese (Zelkova serrata)",1
47.5597182997,-122.012149046,"Zelkova, Japanese (Zelkova serrata)",1
47.5594223776,-122.012740867,"Zelkova, Japanese (Zelkova serrata)",1
47.5594584657,-122.01266885,"Zelkova, Japanese (Zelkova serrata)",1
47.5595051397,-122.01258899,"Zelkova, Japanese (Zelkova serrata)",1
47.5595773159,-122.012815022,"Zelkova, Japanese (Zelkova serrata)",1
47.5595378596,-122.012864935,"Zelkova, Japanese (Zelkova serrata)",1
47.5595085079,-122.012916274,"Zelkova, Japanese (Zelkova serrata)",1
47.5594502857,-122.013018238,"Zelkova, Japanese (Zelkova serrata)",1
47.5594185281,-122.013087403,"Zelkova, Japanese (Zelkova serrata)",1
47.5592756188,-122.013021803,"Zelkova, Japanese (Zelkova serrata)",1
47.5593218118,-122.012937665,"Zelkova, Japanese (Zelkova serrata)",1
47.5593795529,-122.012824292,"Zelkova, Japanese (Zelkova serrata)",1
47.6093292288,-122.013839553,"Maple, Red (Acer rubrum)",3
47.6094222742,-122.013842643,"Maple, Red (Acer rubrum)",3
47.6095236518,-122.013842643,"Maple, Red (Acer rubrum)",4
47.6096090588,-122.013836463,"Maple, Red (Acer rubrum)",4
47.609965267,-122.013829254,"Cherry, Kwanzan (Prunus shrubs)",6
47.6100881687,-122.013826164,"Cherry, Kwanzan (Prunus shrubs)",4
47.6104828078,-122.013921516,"Maple, Red (Acer rubrum)",3
47.6103318657,-122.013928647,"Maple, Red (Acer rubrum)",4
47.6104034912,-122.013925795,"Maple, Red (Acer rubrum)",4
47.6105525102,-122.013919377,"Maple, Red (Acer rubrum)",3
47.6106606689,-122.013919377,"Maple, Red (Acer rubrum)",3
47.6107380623,-122.013918664,"Maple, Red (Acer rubrum)",3
47.6105996193,-122.013819552,"Maple, Red (Acer rubrum)",5
47.6107145078,-122.013815987,"Maple, Red (Acer rubrum)",4
47.6108188205,-122.013808856,"Maple, Red (Acer rubrum)",5
47.6087187855,-122.013467488,"Planetree, London (Platanus hybrida)",12
47.6087062867,-122.013322741,"Planetree, London (Platanus hybrida)",12
47.5902487398,-122.010278847,"Maple (Acer species)",3
47.5902035359,-122.010668165,"Maple (Acer species)",2
47.5901804531,-122.011006145,"Maple (Acer species)",2
47.5902343131,-122.010397211,"Maple (Acer species)",2
47.562497786,-122.01117449,"Plum (Prunus species)",10
47.6085726456,-122.009838127,"Planetree, London (Platanus hybrida)",12
47.6085745685,-122.009701224,"Planetree, London (Platanus hybrida)",14
47.6085726456,-122.009560756,"Planetree, London (Platanus hybrida)",10
47.6085774528,-122.009417435,"Planetree, London (Platanus hybrida)",13
47.5754857757,-122.010852896,"Maple, Paperbark (Acer griseum)",6
47.5754751931,-122.010890687,"Maple, Red (Acer rubrum)",4
47.5754102543,-122.010981242,"Cedar, Japanese Red (Cryptomeria japonica)",12
47.5753337706,-122.011106737,"Dogwood (Cornus species)",4
47.5752510335,-122.011206562,"Cherry, Kwanzan (Prunus shrubs)",4
47.5752014874,-122.011272162,"Cedar, Japanese Red (Cryptomeria japonica)",14
47.5751500171,-122.011331344,"Maple, Red (Acer rubrum)",4
47.5750518866,-122.011458264,"Cedar, Japanese Red (Cryptomeria japonica)",10
47.5749773266,-122.011539551,"Dogwood (Cornus species)",6
47.574881601,-122.01164508,"Cedar, Japanese Red (Cryptomeria japonica)",10
47.5747906856,-122.01172494,"Maple, Red (Acer rubrum)",4
47.5746891872,-122.01181407,"Dogwood (Cornus species)",4
47.5746285768,-122.011858991,"Maple, Red (Acer rubrum)",5
47.5745636369,-122.011913182,"Cedar, Japanese Red (Cryptomeria japonica)",11
47.5744885951,-122.011979495,"Hawthorn (Crataegus species)",4
47.5744650243,-122.01197593,"Dogwood (Cornus species)",4
47.5744202878,-122.012042242,"Cedar, Japanese Red (Cryptomeria japonica)",6
47.5980513382,-122.010065129,"Ash (Fraxinus species)",7
47.5981128832,-122.009656955,"Ash (Fraxinus species)",5
47.5980359519,-122.009892732,"Ash (Fraxinus species)",5
47.5980983518,-122.00981414,"Ash (Fraxinus species)",6
47.5981094641,-122.009492164,"Ash (Fraxinus species)",6
47.5978188341,-122.010068932,"Ash (Fraxinus species)",7
47.5977427572,-122.010066397,"Ash (Fraxinus species)",5
47.5977983191,-122.009902873,"Ash (Fraxinus species)",6
47.5976871954,-122.009901606,"Ash (Fraxinus species)",7
47.5975726522,-122.010090481,"Ash (Fraxinus species)",7
47.5974940106,-122.009940902,"Ash (Fraxinus species)",5
47.5973914343,-122.010144989,"Ash (Fraxinus species)",5
47.5973777575,-122.009972593,"Ash (Fraxinus species)",7
47.597049512,-122.010311048,"Maple, Red (Acer rubrum)",3
47.5970537861,-122.010376964,"Maple, Red (Acer rubrum)",3
47.597049512,-122.010463162,"Maple, Red (Acer rubrum)",6
47.5970520764,-122.010614009,"Maple, Red (Acer rubrum)",6
47.5971580725,-122.010167806,"Ash (Fraxinus species)",1
47.5970486572,-122.009577094,"Maple, Red (Acer rubrum)",5
47.5970486572,-122.009675969,"Maple, Red (Acer rubrum)",5
47.5970460928,-122.00976597,"Maple, Red (Acer rubrum)",2
47.5970486572,-122.009836957,"Maple, Red (Acer rubrum)",3
47.597187136,-122.009992875,"Ash (Fraxinus species)",4
47.5879708982,-122.007445756,"Maple, Red (Acer rubrum)",6
47.5880098521,-122.007313844,"Maple, Red (Acer rubrum)",4
47.5880560198,-122.007119185,"Oak, White (Quercus alba)",4
47.5881055537,-122.00697016,"Oak, White (Quercus alba)",5
47.5879930202,-122.006644302,"Oak, White (Quercus alba)",10
47.5898377675,-122.005414076,"Oak (Quercus species)",8
47.5897286039,-122.005451154,"Oak (Quercus species)",8
47.5895280694,-122.005538145,"Maple, Red (Acer rubrum)",6
47.5894208288,-122.005576649,"Maple, Red (Acer rubrum)",7
47.5901061068,-122.005635831,"Oak (Quercus species)",9
47.5900892756,-122.005558823,"Oak (Quercus species)",11
47.5900777341,-122.005511762,"Oak (Quercus species)",8
47.5915715266,-122.008536548,"Maple, Red (Acer rubrum)",6
47.5926171293,-122.008533851,"Maple, Red (Acer rubrum)",8
47.5927104181,-122.008553103,"Maple, Red (Acer rubrum)",7
47.592788319,-122.008565225,"Maple, Red (Acer rubrum)",7
47.5928787223,-122.008594459,"Maple, Red (Acer rubrum)",4
47.5929825897,-122.008600164,"Maple, Red (Acer rubrum)",6
47.5930749162,-122.008603729,"Maple, Red (Acer rubrum)",5
47.593165319,-122.008605155,"Maple, Red (Acer rubrum)",6
47.5932590877,-122.008600877,"Maple, Red (Acer rubrum)",4
47.5933398729,-122.00860159,"Maple, Red (Acer rubrum)",6
47.5934076747,-122.00860159,"Maple, Red (Acer rubrum)",7
47.593504809,-122.008473956,"Pear, Callery (Pyrus calleryana)",4
47.5886467311,-122.008672026,"Maple, Red (Acer rubrum)",4
47.5884822606,-122.008603574,"Maple, Red (Acer rubrum)",2
47.5884986115,-122.008414619,"Maple, Red (Acer rubrum)",6
47.5886135485,-122.00847594,"Maple, Red (Acer rubrum)",8
47.588010814,-122.008028308,"Oak, White (Quercus alba)",6
47.5881672646,-122.008247055,"Oak (Quercus species)",7
47.5757799237,-122.009466038,"Dogwood (Cornus species)",5
47.5758179247,-122.0092999,"Maple, Red (Acer rubrum)",4
47.5756952631,-122.009753392,"Dogwood (Cornus species)",5
47.5757351883,-122.009617202,"Cedar, Japanese Red (Cryptomeria japonica)",10
47.5756389831,-122.009903843,"Maple, Red (Acer rubrum)",14
47.5753835814,-122.010362275,"Plum (Prunus species)",6
47.5752840083,-122.010228937,"Plum (Prunus species)",6
47.5755437397,-122.010129163,"Maple, Red (Acer rubrum)",3
47.5756033871,-122.010001529,"Maple, Red (Acer rubrum)",16
47.5751646886,-122.010830079,"Dogwood (Cornus species)",2
47.5752209692,-122.010758775,"Cedar, Japanese Red (Cryptomeria japonica)",7
47.5752839842,-122.010663941,"Maple, Red (Acer rubrum)",3
47.5753152511,-122.010621159,"Maple, Red (Acer rubrum)",2
47.5750747358,-122.01096199,"Cedar, Japanese Red (Cryptomeria japonica)",8
47.575003543,-122.011082494,"Maple, Red (Acer rubrum)",28
47.5749482243,-122.011150232,"Maple, Red (Acer rubrum)",26
47.5748683727,-122.011239362,"Maple, Red (Acer rubrum)",28
47.5747789004,-122.011308527,"Maple, Red (Acer rubrum)",5
47.5746961624,-122.0113891,"Maple, Red (Acer rubrum)",5
47.5744591183,-122.011592395,"Maple, Red (Acer rubrum)",10
47.5744757943,-122.011563556,"Maple, Red (Acer rubrum)",2
47.5745362446,-122.011533688,"Maple, Red (Acer rubrum)",8
47.5745890517,-122.011477041,"Cedar, Japanese Red (Cryptomeria japonica)",8
47.5742644314,-122.011742053,"Maple, Red (Acer rubrum)",4
47.5743235992,-122.011732784,"Maple, Red (Acer rubrum)",17
47.5743664116,-122.011687862,"Planetree, London (Platanus hybrida)",4
47.5740595083,-122.011927443,"Maple, Red (Acer rubrum)",6
47.5741379179,-122.01184687,"Dogwood (Cornus species)",4
47.574235088,-122.011769149,"Cedar, Japanese Red (Cryptomeria japonica)",10
47.608749071,-122.008950396,"Maple, Red (Acer rubrum)",10
47.6087408987,-122.009067334,"Maple, Red (Acer rubrum)",10
47.6087279192,-122.009173577,"Maple, Red (Acer rubrum)",8
47.6087288807,-122.009282671,"Maple, Red (Acer rubrum)",7
47.6087235927,-122.009411731,"Maple, Red (Acer rubrum)",6
47.6087259963,-122.009524391,"Maple, Red (Acer rubrum)",6
47.6087211891,-122.009624216,"Maple, Red (Acer rubrum)",7
47.5881950033,-122.00710635,"Oak, White (Quercus alba)",6
47.5881497976,-122.007262505,"Maple, Red (Acer rubrum)",5
47.5881132483,-122.00741153,"Maple, Red (Acer rubrum)",4
47.5880742944,-122.007566972,"Maple, Red (Acer rubrum)",5
47.5880478442,-122.007714571,"Maple, Red (Acer rubrum)",3
47.5880237986,-122.007844344,"Oak, White (Quercus alba)",7
47.5737752122,-122.012273979,"Maple, Red (Acer rubrum)",20
47.573817063,-122.012190554,"Maple, Red (Acer rubrum)",18
47.5739382858,-122.012051512,"Planetree, London (Platanus hybrida)",5
47.5892675786,-122.008544392,"Maple, Red (Acer rubrum)",6
47.5894825411,-122.008540114,"Maple, Red (Acer rubrum)",6
47.5934947109,-122.008055403,"Plum, Cherry (Prunus cerasifera)",5
47.5934221006,-122.007683198,"Plum, Common (Prunus domestica)",1
47.593498077,-122.007930622,"Plum, Cherry (Prunus cerasifera)",5
47.5934937492,-122.007821527,"Plum, Cherry (Prunus cerasifera)",7
47.5933307365,-122.007512069,"Plum, Common (Prunus domestica)",1
47.5931884006,-122.007685337,"Maple, Red (Acer rubrum)",5
47.5930888614,-122.007679632,"Maple, Red (Acer rubrum)",5
47.5930013436,-122.00750779,"Plum, Cherry (Prunus cerasifera)",5
47.5928599685,-122.007675354,"Plum, Cherry (Prunus cerasifera)",6
47.5928017834,-122.007682485,"Plum, Common (Prunus domestica)",1
47.5927887999,-122.007510643,"Maple, Red (Acer rubrum)",5
47.5927541773,-122.007684624,"Plum, Common (Prunus domestica)",1
47.5926382877,-122.007681059,"Plum, Cherry (Prunus cerasifera)",4
47.5926262659,-122.007507077,"Maple, Red (Acer rubrum)",3
47.5924689017,-122.00770653,"Maple, Red (Acer rubrum)",5
47.5924559182,-122.007747886,"Maple, Red (Acer rubrum)",4
47.59246794,-122.007479784,"Maple, Red (Acer rubrum)",5
47.5924573608,-122.00743415,"Maple, Red (Acer rubrum)",4
47.592493907,-122.00749761,"Maple, Red (Acer rubrum)",5
47.5910233202,-122.008537262,"Maple, Red (Acer rubrum)",4
47.5911238252,-122.008529418,"Maple, Red (Acer rubrum)",5
47.5909098312,-122.008542253,"Maple, Red (Acer rubrum)",4
47.5906900657,-122.008540827,"Maple, Red (Acer rubrum)",8
47.5908006699,-122.008534409,"Maple, Red (Acer rubrum)",8
47.5904823215,-122.008540114,"Maple, Red (Acer rubrum)",8
47.5905837892,-122.008537975,"Maple, Red (Acer rubrum)",6
47.5903717166,-122.008540827,"Maple, Red (Acer rubrum)",10
47.5901418501,-122.008536549,"Maple, Red (Acer rubrum)",8
47.5902563026,-122.008540114,"Maple, Red (Acer rubrum)",8
47.5900235502,-122.00854154,"Maple, Red (Acer rubrum)",6
47.5898143607,-122.008542253,"Maple, Red (Acer rubrum)",7
47.5899244858,-122.008535835,"Maple, Red (Acer rubrum)",7
47.5896013231,-122.008537975,"Maple, Red (Acer rubrum)",8
47.5897152959,-122.00854154,"Maple, Red (Acer rubrum)",8
47.5675909981,-122.006245308,"Maple, Red (Acer rubrum)",15
47.5675154653,-122.006301638,"Maple, Red (Acer rubrum)",12
47.5674327158,-122.006340855,"Maple, Red (Acer rubrum)",14
47.567363437,-122.006383637,"Maple, Red (Acer rubrum)",14
47.5672758763,-122.006407168,"Maple, Red (Acer rubrum)",15
47.5671950508,-122.006442106,"Maple, Red (Acer rubrum)",13
47.5670531249,-122.006488454,"Maple, Red (Acer rubrum)",17
47.5669698936,-122.006516262,"Maple, Red (Acer rubrum)",14
47.5668929165,-122.006527671,"Maple, Red (Acer rubrum)",18
47.5667861107,-122.006549062,"Maple, Red (Acer rubrum)",16
47.5666206093,-122.006541219,"Maple, Red (Acer rubrum)",17
47.5664551073,-122.006519827,"Maple, Red (Acer rubrum)",17
47.566306925,-122.006474906,"Maple, Red (Acer rubrum)",17
47.5662285036,-122.006443533,"Maple, Red (Acer rubrum)",17
47.5659970877,-122.006350125,"Maple, Red (Acer rubrum)",16
47.5811931588,-122.007383919,"Fir, Douglas (Pseudotsuga menziesii)",14
47.5812099929,-122.007567883,"Fir, Douglas (Pseudotsuga menziesii)",22
47.5668971688,-122.003842731,"Plum (Prunus species)",5
47.5668861033,-122.00380494,"Plum (Prunus species)",5
47.5920115302,-122.008535835,"Maple, Red (Acer rubrum)",8
47.594207706,-122.006654087,"Maple, Red (Acer rubrum)",7
47.5901724702,-122.005411937,"Oak (Quercus species)",5
47.5901984384,-122.00550178,"Oak (Quercus species)",5
47.5902253684,-122.005594475,"Oak (Quercus species)",12
47.5893188779,-122.005626561,"Maple, Red (Acer rubrum)",8
47.5892164459,-122.005681465,"Maple, Red (Acer rubrum)",10
47.5891164183,-122.005749917,"Maple, Red (Acer rubrum)",12
47.5890202376,-122.005828351,"Maple, Red (Acer rubrum)",10
47.5889274231,-122.005912489,"Maple, Red (Acer rubrum)",6
47.5888360512,-122.006005184,"Maple, Red (Acer rubrum)",12
47.5887475645,-122.006092888,"Maple, Red (Acer rubrum)",12
47.5886638868,-122.006195565,"Maple, Red (Acer rubrum)",12
47.5885859798,-122.006303947,"Maple, Red (Acer rubrum)",11
47.5885051872,-122.006433007,"Maple, Red (Acer rubrum)",12
47.5884335318,-122.006548519,"Oak (Quercus species)",10
47.5882421326,-122.006965169,"Oak, White (Quercus alba)",6
47.5883695709,-122.006676152,"Oak (Quercus species)",8
47.5883051289,-122.006812343,"Oak (Quercus species)",8
47.5881406603,-122.00658512,"Oak, White (Quercus alba)",8
47.5880319741,-122.006491712,"Oak, White (Quercus alba)",9
47.5879641654,-122.006359087,"Maple, Red (Acer rubrum)",8
47.5879579135,-122.006214341,"Maple, Red (Acer rubrum)",7
47.5879535853,-122.006041072,"Maple, Red (Acer rubrum)",5
47.5879598372,-122.005879213,"Maple, Red (Acer rubrum)",12
47.5886143533,-122.006032993,"Maple, Red (Acer rubrum)",8
47.5885340417,-122.006137809,"Maple, Red (Acer rubrum)",8
47.5883181135,-122.006492902,"Oak (Quercus species)",10
47.5887004357,-122.005932454,"Maple, Red (Acer rubrum)",8
47.5884551727,-122.006251182,"Maple, Red (Acer rubrum)",9
47.5883825554,-122.006368833,"Oak (Quercus species)",10
47.5887869988,-122.00583762,"Maple, Red (Acer rubrum)",9
47.5888846226,-122.005738508,"Maple, Red (Acer rubrum)",7
47.589073137,-122.005583779,"Maple, Red (Acer rubrum)",9
47.5891774929,-122.005531727,"Maple, Red (Acer rubrum)",7
47.5892804059,-122.005459711,"Maple, Red (Acer rubrum)",10
47.5893847613,-122.005414076,"Maple, Red (Acer rubrum)",10
47.5894963301,-122.005368442,"Maple, Red (Acer rubrum)",12
47.5896078986,-122.005329225,"Maple, Red (Acer rubrum)",10
47.589714177,-122.005287156,"Oak (Quercus species)",12
47.5899147108,-122.00518733,"Oak (Quercus species)",11
47.5898117991,-122.005247939,"Oak (Quercus species)",9
47.5900166606,-122.005135992,"Oak (Quercus species)",11
47.5901166865,-122.005046862,"Oak (Quercus species)",13
47.5841212917,-122.003332291,"Alder, Red (Alnus rubra)",14
47.5841414916,-122.003295213,"Alder, Red (Alnus rubra)",12
47.5762557459,-122.001358286,"Maple, Red (Acer rubrum)",5
47.5762788349,-122.001494476,"Maple, Red (Acer rubrum)",4
47.5763052911,-122.00154938,"Maple, Red (Acer rubrum)",2
47.5764447868,-122.002313043,"Plum (Prunus species)",4
47.5764423817,-122.002391477,"Cedar, Japanese Red (Cryptomeria japonica)",4
47.5764404577,-122.002452798,"Maple, Red (Acer rubrum)",4
47.5764611415,-122.002563319,"Maple, Red (Acer rubrum)",3
47.5764664327,-122.002636049,"Maple, Red (Acer rubrum)",3
47.576472686,-122.002696657,"Cedar, Japanese Red (Cryptomeria japonica)",2
47.576473648,-122.002733022,"Maple, Red (Acer rubrum)",2
47.5764717239,-122.002846395,"Maple, Red (Acer rubrum)",4
47.5764755721,-122.002897733,"Plum (Prunus species)",4
47.576473648,-122.002948359,"Cedar, Japanese Red (Cryptomeria japonica)",6
47.5764770151,-122.003003263,"Maple, Red (Acer rubrum)",2
47.568598413,-122.004525462,"Maple, Red (Acer rubrum)",13
47.5685733962,-122.004633844,"Maple, Red (Acer rubrum)",14
47.5685387576,-122.004765043,"Maple, Red (Acer rubrum)",14
47.5685127787,-122.004857024,"Maple, Red (Acer rubrum)",16
47.5684718858,-122.004959702,"Maple, Red (Acer rubrum)",18
47.5684295497,-122.005070936,"Maple, Red (Acer rubrum)",16
47.5683862513,-122.005177891,"Maple, Red (Acer rubrum)",18
47.5683419907,-122.005282708,"Maple, Red (Acer rubrum)",18
47.568297249,-122.005376829,"Maple, Red (Acer rubrum)",16
47.56823615,-122.005483071,"Maple, Red (Acer rubrum)",17
47.5681360822,-122.005642792,"Maple, Red (Acer rubrum)",18
47.5680735397,-122.005741904,"Maple, Red (Acer rubrum)",18
47.5680167704,-122.005826755,"Maple, Red (Acer rubrum)",18
47.5774191221,-122.001313877,"Cedar, Port Orford (Chamaecyparis lawsoniana)",1
47.5774212065,-122.001235601,"Cedar, Port Orford (Chamaecyparis lawsoniana)",3
47.5774351024,-122.001129517,"Hemlock, Mountain (Tsuga mertensiana)",3
47.5841996863,-122.000510802,"Fir, Douglas (Pseudotsuga menziesii)",26
47.5760290999,-122.000312898,"False Cypress, Hinoki (Chamaecyparis obtusa)",3
47.5762009095,-122.001194287,"Plum (Prunus species)",6
47.5761749344,-122.001063801,"Maple, Red (Acer rubrum)",5
47.5761523264,-122.000959698,"Maple, Red (Acer rubrum)",6
47.5761215409,-122.000839908,"Maple, Red (Acer rubrum)",5
47.5761023,-122.0007137,"Plum (Prunus species)",2
47.5762134161,-122.001266304,"Maple, Red (Acer rubrum)",5
47.5758216115,-121.999874243,"Cedar, Japanese Red (Cryptomeria japonica)",4
47.5758432577,-121.99992273,"Maple, Red (Acer rubrum)",4
47.5758716381,-121.999958382,"Cedar, Alaska (Chamaecyparis nootkatensis)",4
47.5758591315,-121.999976921,"Cedar, Japanese Red (Cryptomeria japonica)",3
47.5758817396,-122.000006868,"Plum (Prunus species)",3
47.5759009806,-122.000029685,"Cedar, Alaska (Chamaecyparis nootkatensis)",5
47.5841761198,-121.998927859,"Fir, Douglas (Pseudotsuga menziesii)",7
47.5841727532,-121.998326055,"Fir, Douglas (Pseudotsuga menziesii)",28
47.5754122577,-121.99910345,"Plum (Prunus species)",4
47.5754382333,-121.999114145,"Cedar, Alaska (Chamaecyparis nootkatensis)",3
47.5754550692,-121.999196858,"Cedar, Japanese Red (Cryptomeria japonica)",2
47.5754820068,-121.999196858,"Cedar, Alaska (Chamaecyparis nootkatensis)",2
47.5755820606,-121.999346595,"Cedar, Alaska (Chamaecyparis nootkatensis)",2
47.5755075013,-121.999271727,"Maple, Red (Acer rubrum)",2
47.5754055233,-121.999044981,"Cedar, Alaska (Chamaecyparis nootkatensis)",3
47.5755782124,-121.999420038,"Maple, Red (Acer rubrum)",3
47.5755392491,-121.999285987,"Cedar, Alaska (Chamaecyparis nootkatensis)",1
47.5756816331,-121.999555515,"Cedar, Alaska (Chamaecyparis nootkatensis)",4
47.5756181376,-121.999416473,"Cedar, Alaska (Chamaecyparis nootkatensis)",2
47.575792269,-121.999819339,"Maple, Red (Acer rubrum)",3
47.575554161,-121.999353726,"Cedar, Japanese Red (Cryptomeria japonica)",1
47.5756936587,-121.999602576,"Plum (Prunus species)",3
47.5756061119,-121.999456403,"Cedar, Japanese Red (Cryptomeria japonica)",1
47.5757196342,-121.999670314,"Cedar, Japanese Red (Cryptomeria japonica)",3
47.5756412269,-121.999457829,"Cedar, Alaska (Chamaecyparis nootkatensis)",3
47.5757407993,-121.999682436,"Cedar, Alaska (Chamaecyparis nootkatensis)",3
47.5756412269,-121.999498472,"Maple, Red (Acer rubrum)",3
47.5757518629,-121.999725931,"Maple, Red (Acer rubrum)",3
47.5756556577,-121.99952842,"Cedar, Japanese Red (Cryptomeria japonica)",4
47.5757711039,-121.999775131,"Cedar, Japanese Red (Cryptomeria japonica)",2
47.5757903449,-121.999783687,"Cedar, Alaska (Chamaecyparis nootkatensis)",2
47.5717850649,-121.998175864,"Maple, Vine (Acer circinatum)",8
47.571747061,-121.998195829,"Maple, Red (Acer rubrum)",6
47.5716955873,-121.998207238,"Dogwood (Cornus species)",5
47.5716436324,-121.998219359,"Maple, Red (Acer rubrum)",10
47.5716046663,-121.998230055,"Maple, Vine (Acer circinatum)",2
47.571557041,-121.998246455,"Maple, Red (Acer rubrum)",6
47.5715113399,-121.998267133,"Dogwood (Cornus species)",2
47.5714579417,-121.998284959,"Pear, Callery (Pyrus calleryana)",4
47.5713622096,-121.998315619,"Maple, Red (Acer rubrum)",8
47.5713193947,-121.998340576,"Dogwood (Cornus species)",3
47.5712722502,-121.998358402,"Maple, Red (Acer rubrum)",8
47.5712284731,-121.99837908,"Maple, Vine (Acer circinatum)",3
47.5711851771,-121.998404036,"Maple, Red (Acer rubrum)",7
47.5711356271,-121.99844967,"Cedar, Japanese Red (Cryptomeria japonica)",9
47.5710865581,-121.998468922,"Pear, Callery (Pyrus calleryana)",7
47.5710528833,-121.998489601,"Maple, Vine (Acer circinatum)",4
47.5710067007,-121.998514557,"Maple, Red (Acer rubrum)",7
47.5709682152,-121.998533096,"Dogwood (Cornus species)",2
47.5709143354,-121.998568748,"Maple, Red (Acer rubrum)",8
47.5708676715,-121.998605113,"Cedar, Japanese Red (Cryptomeria japonica)",12
47.5708339966,-121.99861866,"Maple, Red (Acer rubrum)",12
47.5707820409,-121.998662156,"Cedar, Japanese Red (Cryptomeria japonica)",15
47.5707483659,-121.998693529,"Pear, Callery (Pyrus calleryana)",6
47.5707170963,-121.998714207,"Dogwood (Cornus species)",2
47.5706920805,-121.998743442,"Maple, Red (Acer rubrum)",6
47.5706295411,-121.99878765,"Fir, Douglas (Pseudotsuga menziesii)",24
47.5705939417,-121.998809754,"Maple, Red (Acer rubrum)",4
47.5705737366,-121.998848971,"Fir, Douglas (Pseudotsuga menziesii)",34
47.5705400615,-121.998881058,"Dogwood (Cornus species)",2
47.5705087917,-121.998922414,"Maple, Red (Acer rubrum)",5
47.5704808894,-121.998947371,"Dogwood (Cornus species)",4
47.570452025,-121.998965196,"Pear, Callery (Pyrus calleryana)",7
47.5703716855,-121.999059317,"Cedar, Japanese Red (Cryptomeria japonica)",11
47.5703307941,-121.999094256,"Maple, Red (Acer rubrum)",8
47.5703028917,-121.999137038,"Dogwood (Cornus species)",3
47.5702730651,-121.999183386,"Maple, Red (Acer rubrum)",8
47.570241314,-121.999214047,"Maple, Vine (Acer circinatum)",5
47.5701835849,-121.999275368,"Maple, Red (Acer rubrum)",10
47.5701576067,-121.999313872,"Maple, Vine (Acer circinatum)",5
47.5701321096,-121.999340967,"Pear, Callery (Pyrus calleryana)",7
47.5701008396,-121.99938161,"Maple, Red (Acer rubrum)",10
47.5700051051,-121.999537052,"Cedar, Japanese Red (Cryptomeria japonica)",5
47.5699690242,-121.999584826,"Maple, Red (Acer rubrum)",7
47.5699502621,-121.999632599,"Maple, Vine (Acer circinatum)",4
47.5698992677,-121.999695347,"Maple, Red (Acer rubrum)",8
47.5699548551,-122.000149158,"Plum (Prunus species)",7
47.5698528663,-122.000052185,"Plum (Prunus species)",8
47.5699000121,-122.000094254,"Cedar, Port Orford (Chamaecyparis lawsoniana)",4
47.5697951367,-121.999995142,"Cedar, Port Orford (Chamaecyparis lawsoniana)",2
47.5696293815,-122.00023369,"Pear, Callery (Pyrus calleryana)",6
47.5695894517,-122.000327811,"Maple, Red (Acer rubrum)",8
47.5695740571,-122.000395549,"Cedar, Japanese Red (Cryptomeria japonica)",10
47.5695451921,-122.000454019,"Maple, Red (Acer rubrum)",7
47.5695278731,-122.000516766,"Maple, Vine (Acer circinatum)",3
47.5695043001,-122.000573809,"Maple, Red (Acer rubrum)",7
47.5694889054,-122.000625861,"Dogwood (Cornus species)",2
47.5694619648,-122.000677912,"Pear, Callery (Pyrus calleryana)",6
47.5694499377,-122.000739946,"Maple, Vine (Acer circinatum)",4
47.5694292511,-122.000788433,"Maple, Red (Acer rubrum)",8
47.5693849914,-122.000914641,"Maple, Red (Acer rubrum)",7
47.5693729643,-122.000981666,"Dogwood (Cornus species)",2
47.569354202,-122.001027301,"Maple, Red (Acer rubrum)",6
47.5693311099,-122.001095039,"Cedar, Japanese Red (Cryptomeria japonica)",8
47.569314272,-122.001143526,"Pear, Callery (Pyrus calleryana)",8
47.5693065746,-122.001188447,"Maple, Vine (Acer circinatum)",4
47.5693027259,-122.001227664,"Maple, Red (Acer rubrum)",7
47.5692902177,-122.00126189,"Dogwood (Cornus species)",1
47.5692555796,-122.00139095,"Maple, Red (Acer rubrum)",6
47.5692387416,-122.001442288,"Cedar, Japanese Red (Cryptomeria japonica)",7
47.5692233469,-122.001502897,"Maple, Red (Acer rubrum)",6
47.5692060278,-122.001573487,"Cedar, Japanese Red (Cryptomeria japonica)",8
47.569179087,-122.001635521,"Pear, Callery (Pyrus calleryana)",8
47.5691723518,-122.001699695,"Maple, Vine (Acer circinatum)",2
47.5691584003,-122.001740338,"Maple, Red (Acer rubrum)",6
47.5691381947,-122.001863693,"Maple, Red (Acer rubrum)",8
47.5691078862,-122.001989188,"Maple, Red (Acer rubrum)",8
47.5690977834,-122.002058353,"Dogwood (Cornus species)",3
47.569084313,-122.002109691,"Pear, Callery (Pyrus calleryana)",6
47.5690703614,-122.002160317,"Cedar, Japanese Red (Cryptomeria japonica)",10
47.5690463071,-122.002280107,"Maple, Vine (Acer circinatum)",4
47.5690342799,-122.00233715,"Maple, Red (Acer rubrum)",8
47.5690256203,-122.00240275,"Dogwood (Cornus species)",3
47.569013112,-122.002460506,"Maple, Red (Acer rubrum)",6
47.5789182295,-121.99646647,"Spruce (Picea species)",6
