"Latitude","Longitude","Species","DBH"
47.5937809059,-122.033736025,"Maple, Red (Acer rubrum)",4
47.5936265522,-122.033861195,"Maple, Red (Acer rubrum)",4
47.5934082855,-122.033864771,"Maple, Red (Acer rubrum)",4
47.5930814868,-122.033888017,"Maple, Red (Acer rubrum)",4
47.5930802809,-122.034020339,"Maple, Red (Acer rubrum)",4
47.5930814868,-122.034154449,"Maple, Red (Acer rubrum)",3
47.5750802736,-122.034241605,"Fir, Douglas (Pseudotsuga menziesii)",33
47.5750615134,-122.034226631,"Fir, Douglas (Pseudotsuga menziesii)",15
47.5750600703,-122.0342851,"Fir, Douglas (Pseudotsuga menziesii)",30
47.5750422721,-122.034270839,"Fir, Douglas (Pseudotsuga menziesii)",17
47.575025436,-122.03427797,"Fir, Douglas (Pseudotsuga menziesii)",22
47.5750273601,-122.034225205,"Fir, Douglas (Pseudotsuga menziesii)",11
47.575024955,-122.034307917,"Fir, Douglas (Pseudotsuga menziesii)",36
47.5750600703,-122.034369952,"Fir, Douglas (Pseudotsuga menziesii)",29
47.5750211067,-122.034369952,"Fir, Douglas (Pseudotsuga menziesii)",14
47.5750389049,-122.034428421,"Fir, Douglas (Pseudotsuga menziesii)",14
47.5749975361,-122.034414873,"Fir, Douglas (Pseudotsuga menziesii)",34
47.5750009033,-122.034220927,"Fir, Douglas (Pseudotsuga menziesii)",24
47.5750114861,-122.034250161,"Fir, Douglas (Pseudotsuga menziesii)",8
47.6193943883,-122.032681333,"Maple, Norway (Acer platanoides)",2
47.6206872523,-122.032180781,"Maple (Acer species)",2
47.6210539585,-122.032016069,"Fir, Douglas (Pseudotsuga menziesii)",2
47.6219776813,-122.031077712,"Maple, Red (Acer rubrum)",12
47.6220076424,-122.031567149,"Maple, Red (Acer rubrum)",7
47.6220244634,-122.031679809,"Maple, Red (Acer rubrum)",6
47.6220499352,-122.031850225,"Maple, Red (Acer rubrum)",6
47.6257352486,-122.032439694,"Spruce, Blue (Picea pungens)",7
47.6256876725,-122.03213594,"Maple, Red (Acer rubrum)",25
47.6256136652,-122.032421868,"Cherry, Kwanzan (Prunus shrubs)",2
47.6257549518,-122.032691396,"Cherry, Kwanzan (Prunus shrubs)",7
47.6262824364,-122.032336976,"Fir, Douglas (Pseudotsuga menziesii)",5
47.6262763634,-122.032654318,"Pine (Pinus species)",12
47.6262999109,-122.032549502,"Pine (Pinus species)",9
47.6263321085,-122.032518128,"Pine (Pinus species)",7
47.6263503698,-122.03249032,"Pine (Pinus species)",7
47.6265017462,-122.033231878,"Pear, Callery (Pyrus calleryana)",10
47.6268011337,-122.033248278,"Cherry, Kwanzan (Prunus shrubs)",5
47.6267381808,-122.033237583,"Cherry, Kwanzan (Prunus shrubs)",7
47.6268640056,-122.033173415,"Maple, Red (Acer rubrum)",13
47.6268678501,-122.032945243,"Maple, Red (Acer rubrum)",18
47.6269736532,-122.033857925,"Cedar, Western Red (Thuja plicata)",17
47.6335421195,-122.032107303,"Birch (Betula species)",4
47.6335526904,-122.03210445,"Fir, Douglas (Pseudotsuga menziesii)",2
47.6335502879,-122.032090903,"Birch (Betula species)",4
47.6337737173,-122.032670602,"Cedar, Port Orford (Chamaecyparis lawsoniana)",7
47.6337650685,-122.032701976,"Cedar, Port Orford (Chamaecyparis lawsoniana)",9
47.63376651,-122.032728358,"Cedar, Port Orford (Chamaecyparis lawsoniana)",5
47.6337641075,-122.032766149,"Cedar, Port Orford (Chamaecyparis lawsoniana)",6
47.6339673554,-122.032421752,"Magnolia, Southern (Magnolia grandiflora)",6
47.6340293387,-122.032441717,"Maple, Red (Acer rubrum)",5
47.6337674709,-122.032746897,"Cedar, Port Orford (Chamaecyparis lawsoniana)",3
47.6260095837,-122.03133916,"Cedar, Incense (Calocedrus decurrens)",2
47.5751621185,-122.031196721,"Fir, Douglas (Pseudotsuga menziesii)",27
47.5751067999,-122.031215973,"Fir, Douglas (Pseudotsuga menziesii)",24
47.5751597133,-122.031243068,"Fir, Douglas (Pseudotsuga menziesii)",3
47.5751472065,-122.031263746,"Fir, Douglas (Pseudotsuga menziesii)",4
47.5751183446,-122.031264459,"Fir, Douglas (Pseudotsuga menziesii)",20
47.5751322945,-122.031323641,"Fir, Douglas (Pseudotsuga menziesii)",34
47.5750976603,-122.031297972,"Willow, Pussy (Salix discolor)",4
47.6279659086,-122.032146641,"Spruce, Blue (Picea pungens)",12
47.6281057472,-122.031868557,"Maple, Red (Acer rubrum)",6
47.6281816732,-122.031837896,"Fir, Douglas (Pseudotsuga menziesii)",35
47.6283147836,-122.031830053,"Pine (Pinus species)",16
47.635800723,-122.03614798,"Fir, Douglas (Pseudotsuga menziesii)",18
47.6367438843,-122.037363312,"Sweetgum, Common (Liquidambar styraciflua)",16
47.6367175121,-122.037375672,"Dogwood, Pacific (Cornus nuttallii)",3
47.5763140904,-122.032001766,"Fir, Douglas (Pseudotsuga menziesii)",16
47.5694208174,-122.032316598,"Planetree, London (Platanus hybrida)",13
47.569488864,-122.032184131,"Planetree, London (Platanus hybrida)",13
47.5695477699,-122.032051665,"Planetree, London (Platanus hybrida)",15
47.5697214404,-122.031625664,"Planetree, London (Platanus hybrida)",14
47.5697640963,-122.03147965,"Planetree, London (Platanus hybrida)",13
47.5696554254,-122.031767163,"Planetree, London (Platanus hybrida)",13
47.5699865154,-122.030677325,"Planetree, London (Platanus hybrida)",15
47.5698565171,-122.031163537,"Planetree, London (Platanus hybrida)",15
47.5698108145,-122.031320088,"Planetree, London (Platanus hybrida)",13
47.5699397973,-122.030862477,"Planetree, London (Platanus hybrida)",15
47.569896126,-122.031006986,"Planetree, London (Platanus hybrida)",14
47.5695914415,-122.031920703,"Planetree, London (Platanus hybrida)",13
47.6257365513,-122.030509881,"Spruce, Blue (Picea pungens)",6
47.6336048924,-122.03092018,"Cedar, Western Red (Thuja plicata)",15
47.6335164815,-122.030699852,"Cedar, Western Red (Thuja plicata)",28
47.6335808677,-122.030957258,"Cedar, Deodar (Cedrus deodara)",20
47.5946660194,-122.031533043,"Apple (Malus species)",2
47.594587638,-122.031481187,"Apple (Malus species)",2
47.5945261387,-122.031404298,"Apple (Malus species)",2
47.5944598158,-122.031309526,"Maple, Red (Acer rubrum)",2
47.5946165788,-122.030134722,"Maple, Red (Acer rubrum)",5
47.5948251936,-122.03530869,"Tree, Unknown (Unknown Tree)",8
47.5946105495,-122.031674306,"Apple (Malus species)",2
47.5750774569,-122.031263746,"Willow, Pussy (Salix discolor)",8
47.6221100101,-122.030670861,"Sequoia, Giant (Sequoiadendron giganteum)",15
47.6221474969,-122.030675139,"Fir, Grand (Abies grandis)",8
47.6223738586,-122.030748582,"Sweetgum, Common (Liquidambar styraciflua)",8
47.6261100889,-122.030194339,"Maple, Red (Acer rubrum)",2
47.6261768871,-122.0302578,"Maple, Red (Acer rubrum)",2
47.6281610098,-122.030757644,"Maple, Red (Acer rubrum)",13
47.6281975312,-122.030771192,"Maple, Red (Acer rubrum)",14
47.6282475077,-122.03076834,"Cedar, Western Red (Thuja plicata)",33
47.6284752846,-122.030580098,"Fir, Douglas (Pseudotsuga menziesii)",23
47.6285257414,-122.030595785,"Fir, Douglas (Pseudotsuga menziesii)",7
47.6285560155,-122.03059008,"Fir, Douglas (Pseudotsuga menziesii)",6
47.6285012338,-122.030600776,"Fir, Douglas (Pseudotsuga menziesii)",7
47.6286127192,-122.03055015,"Fir, Douglas (Pseudotsuga menziesii)",8
47.6285733149,-122.030573681,"Fir, Douglas (Pseudotsuga menziesii)",5
47.631178342,-122.030694861,"Fir, Douglas (Pseudotsuga menziesii)",7
47.6311874718,-122.030657783,"Fir, Douglas (Pseudotsuga menziesii)",6
47.6312163028,-122.030693434,"Fir, Douglas (Pseudotsuga menziesii)",4
47.631194199,-122.030728373,"Fir, Douglas (Pseudotsuga menziesii)",4
47.63152191,-122.030758321,"Cedar, Western Red (Thuja plicata)",26
47.5589975036,-122.031969085,"Cherry, Kwanzan (Prunus shrubs)",5
47.5589950977,-122.031731644,"Cherry, Kwanzan (Prunus shrubs)",4
47.558993173,-122.031847869,"Cherry, Kwanzan (Prunus shrubs)",4
47.5589902859,-122.03158761,"Cherry, Kwanzan (Prunus shrubs)",6
47.5592019511,-122.031859198,"Plum (Prunus species)",3
47.5593082912,-122.031857772,"Plum (Prunus species)",3
47.5593852794,-122.031857059,"Plum (Prunus species)",3
47.5599809718,-122.031395011,"Plum (Prunus species)",2
47.5599444028,-122.031479862,"Plum (Prunus species)",2
47.5598751142,-122.031673095,"Plum (Prunus species)",2
47.5599063903,-122.031585392,"Plum (Prunus species)",2
47.5591061966,-122.031734417,"Plum (Prunus species)",2
47.5591037907,-122.03159894,"Plum (Prunus species)",2
47.5591037907,-122.031474158,"Plum (Prunus species)",2
47.5607704934,-122.031096594,"Plum (Prunus species)",4
47.5646310591,-122.030860583,"Pine (Pinus species)",8
47.5646166252,-122.030929748,"Pine (Pinus species)",6
47.5645718803,-122.030866288,"Pine (Pinus species)",9
47.5625512482,-122.03118002,"Maple, Red (Acer rubrum)",5
47.5625724187,-122.031042403,"Maple, Red (Acer rubrum)",9
47.5623756293,-122.031228506,"Maple, Red (Acer rubrum)",7
47.5624208573,-122.031077342,"Maple, Red (Acer rubrum)",6
47.5622317658,-122.031286262,"Maple, Red (Acer rubrum)",5
47.5622765126,-122.03112369,"Maple, Red (Acer rubrum)",6
47.5620633631,-122.031311932,"Maple, Red (Acer rubrum)",4
47.5621215823,-122.031169324,"Maple, Red (Acer rubrum)",6
47.5619137248,-122.031320488,"Maple, Red (Acer rubrum)",5
47.5617424341,-122.031325479,"Maple, Red (Acer rubrum)",5
47.5615716241,-122.031327618,"Maple, Red (Acer rubrum)",7
47.5615976065,-122.031194993,"Maple, Red (Acer rubrum)",4
47.5614243902,-122.031333323,"Maple, Red (Acer rubrum)",4
47.5614590334,-122.03119642,"Maple, Red (Acer rubrum)",5
47.5612660892,-122.031334036,"Maple, Red (Acer rubrum)",4
47.5613156485,-122.031199985,"Maple, Red (Acer rubrum)",9
47.5611005704,-122.031329044,"Maple, Red (Acer rubrum)",5
47.56116264,-122.031197133,"Maple, Red (Acer rubrum)",5
47.560940825,-122.03129268,"Maple, Red (Acer rubrum)",4
47.5610221412,-122.031179307,"Maple, Red (Acer rubrum)",4
47.5608763492,-122.031125829,"Plum (Prunus species)",4
47.5607825226,-122.031242054,"Maple, Red (Acer rubrum)",5
47.5606420227,-122.031076629,"Maple, Red (Acer rubrum)",6
47.5605068153,-122.031071638,"Maple, Red (Acer rubrum)",6
47.5606458721,-122.031217098,"Maple, Red (Acer rubrum)",3
47.5598178548,-122.031790034,"Plum (Prunus species)",2
47.5603504362,-122.031075203,"Maple, Red (Acer rubrum)",6
47.5604179334,-122.031203629,"Maple, Red (Acer rubrum)",4
47.5602094541,-122.031080194,"Maple, Red (Acer rubrum)",7
47.5602566889,-122.031219078,"Maple, Red (Acer rubrum)",5
47.5600714318,-122.031135465,"Maple, Red (Acer rubrum)",5
47.5600940467,-122.03127736,"Maple, Red (Acer rubrum)",3
47.5600329382,-122.031325846,"Maple, Red (Acer rubrum)",4
47.5599400723,-122.031271655,"Maple, Red (Acer rubrum)",4
47.559857792,-122.031416402,"Maple, Red (Acer rubrum)",2
47.5597548212,-122.031693774,"Maple, Red (Acer rubrum)",4
47.5594555311,-122.031857059,"Maple, Red (Acer rubrum)",5
47.5595551342,-122.031849216,"Maple, Red (Acer rubrum)",3
47.6229938878,-122.02885706,"Maple, Red (Acer rubrum)",14
47.6242231312,-122.029378333,"Cedar, Japanese Red (Cryptomeria japonica)",16
47.6239367997,-122.029302709,"Maple, Red (Acer rubrum)",24
47.6240891442,-122.029372586,"Maple, Red (Acer rubrum)",20
47.6245010008,-122.029297004,"Maple, Red (Acer rubrum)",10
47.6243885456,-122.029333369,"Maple, Red (Acer rubrum)",15
47.6246432516,-122.0292913,"Maple, Red (Acer rubrum)",7
47.6267043078,-122.029334759,"Fir, Douglas (Pseudotsuga menziesii)",6
47.6267278551,-122.029297681,"Fir, Douglas (Pseudotsuga menziesii)",6
47.6266999828,-122.029279142,"Fir, Douglas (Pseudotsuga menziesii)",7
47.6208088471,-122.029362857,"Fir, Douglas (Pseudotsuga menziesii)",22
47.6207824135,-122.029325779,"Fir, Douglas (Pseudotsuga menziesii)",20
47.6219743171,-122.029679446,"Maple, Red (Acer rubrum)",7
47.6219728753,-122.029802801,"Maple, Red (Acer rubrum)",6
47.6219647051,-122.029922592,"Maple, Red (Acer rubrum)",8
47.6219709529,-122.030040243,"Maple, Red (Acer rubrum)",11
47.6219776813,-122.028792427,"Maple, Red (Acer rubrum)",7
47.6219786425,-122.028912931,"Maple, Red (Acer rubrum)",6
47.6219776813,-122.029022738,"Maple, Red (Acer rubrum)",6
47.6219839291,-122.02916392,"Maple, Red (Acer rubrum)",7
47.6267511745,-122.028223646,"Cherry, Kwanzan (Prunus shrubs)",10
47.626831908,-122.028363401,"Cherry, Kwanzan (Prunus shrubs)",8
47.6270333682,-122.02856923,"Cedar, Western Red (Thuja plicata)",25
47.6270906076,-122.028546413,"Cedar, Western Red (Thuja plicata)",20
47.6135291011,-122.028671196,"Maple, Red (Acer rubrum)",5
47.6135444828,-122.028548554,"Maple, Red (Acer rubrum)",2
47.6135752462,-122.028492224,"Maple, Red (Acer rubrum)",3
47.6136468672,-122.028442311,"Maple, Red (Acer rubrum)",3
47.6137314663,-122.02846085,"Birch, Paper (Betula papyrifera)",1
47.6145854772,-122.028667239,"Cedar, Atlas (Cedrus atlantica)",3
47.6146253727,-122.028667239,"Cedar, Atlas (Cedrus atlantica)",1
47.6161953565,-122.02878243,"Maple, Red (Acer rubrum)",3
47.6161396006,-122.028783143,"Maple, Red (Acer rubrum)",3
47.616084806,-122.028787421,"Maple, Red (Acer rubrum)",3
47.6160165529,-122.028783143,"Maple, Red (Acer rubrum)",2
47.616671373,-122.028752896,"Cedar, Alaska (Chamaecyparis nootkatensis)",3
47.6221299164,-122.026871585,"Pear, Callery (Pyrus calleryana)",4
47.6221308776,-122.026945028,"Pear, Callery (Pyrus calleryana)",4
47.6221299164,-122.027007062,"Pear, Callery (Pyrus calleryana)",6
47.6222585777,-122.0273169,"Cherry, Kwanzan (Prunus shrubs)",13
47.6222383926,-122.027478759,"Maple, Red (Acer rubrum)",7
47.622145637,-122.02750015,"Pine (Pinus species)",7
47.622472924,-122.02742956,"Maple, Red (Acer rubrum)",7
47.6223969898,-122.027252726,"Cherry, Kwanzan (Prunus shrubs)",11
47.6225627955,-122.027135075,"Cherry, Kwanzan (Prunus shrubs)",5
47.6224926285,-122.027185701,"Cherry, Kwanzan (Prunus shrubs)",5
47.6227324454,-122.026881947,"Cherry, Kwanzan (Prunus shrubs)",10
47.6227449408,-122.02713151,"Maple, Red (Acer rubrum)",7
47.6228054956,-122.027032398,"Maple, Red (Acer rubrum)",4
47.6226944784,-122.026389238,"Pine, Scotch (Pinus sylvestris)",6
47.6228497102,-122.026611706,"Cherry, Kwanzan (Prunus shrubs)",8
47.622856919,-122.026921877,"Maple, Red (Acer rubrum)",4
47.6231881855,-122.025955332,"Maple, Red (Acer rubrum)",5
47.6289511178,-122.028171594,"Cedar, Western Red (Thuja plicata)",5
47.6290477,-122.028349,"Dogwood, Pacific (Cornus nuttallii)",4
47.6291591841,-122.028467364,"Cedar, Atlas (Cedrus atlantica)",14
47.6292495246,-122.028549363,"Cedar, Atlas (Cedrus atlantica)",17
47.629628184,-122.028554354,"Cedar, Atlas (Cedrus atlantica)",15
47.6299083325,-122.028602128,"Maple, Red (Acer rubrum)",10
47.6246664584,-122.026299016,"Maple, Red (Acer rubrum)",25
47.6256684499,-122.026778177,"Cedar, Alaska (Chamaecyparis nootkatensis)",8
47.6257621603,-122.026661952,"Cedar, Alaska (Chamaecyparis nootkatensis)",12
47.625792436,-122.026653396,"Cedar, Alaska (Chamaecyparis nootkatensis)",13
47.6257905137,-122.026692613,"Cedar, Alaska (Chamaecyparis nootkatensis)",11
47.6256919977,-122.026821673,"Cedar, Alaska (Chamaecyparis nootkatensis)",11
47.6336391486,-122.029214011,"Maple, Red (Acer rubrum)",8
47.6339034194,-122.02929601,"Maple, Red (Acer rubrum)",5
47.6337424546,-122.029266063,"Maple, Red (Acer rubrum)",4
47.6339865443,-122.029298149,"Maple, Red (Acer rubrum)",8
47.6346155434,-122.028812959,"Pear, Callery (Pyrus calleryana)",10
47.6365388878,-122.028469275,"Fir, Douglas (Pseudotsuga menziesii)",6
47.6049550002,-122.028682818,"Maple, Red (Acer rubrum)",2
47.6050054797,-122.028780505,"Maple, Red (Acer rubrum)",2
47.6049021169,-122.028612941,"Maple, Red (Acer rubrum)",3
47.6048617333,-122.028574437,"Maple, Red (Acer rubrum)",3
47.6047511588,-122.028520246,"Maple, Red (Acer rubrum)",3
47.6045497203,-122.028553759,"Maple, Red (Acer rubrum)",4
47.6046131807,-122.028525237,"Maple, Red (Acer rubrum)",4
47.6046833717,-122.028512402,"Maple, Red (Acer rubrum)",5
47.5715272105,-122.029834549,"Apple (Malus species)",2
47.5715604039,-122.029731872,"Apple (Malus species)",1
47.5715916731,-122.029596395,"Apple (Malus species)",2
47.5716094724,-122.029488013,"Apple (Malus species)",1
47.5716080292,-122.029380345,"Apple (Malus species)",1
47.5715993701,-122.029281232,"Apple (Malus species)",1
47.6048809636,-122.028400456,"Maple, Red (Acer rubrum)",4
47.6048357723,-122.028371934,"Maple, Red (Acer rubrum)",4
47.6047155826,-122.028346978,"Maple, Red (Acer rubrum)",4
47.6045939503,-122.02835696,"Maple, Red (Acer rubrum)",5
47.604534336,-122.028381204,"Maple, Red (Acer rubrum)",4
47.6044276069,-122.028461064,"Maple, Red (Acer rubrum)",4
47.6043905882,-122.028672123,"Maple, Red (Acer rubrum)",4
47.6043131854,-122.028536646,"Maple, Red (Acer rubrum)",5
47.6042540515,-122.028543776,"Maple, Red (Acer rubrum)",4
47.6042069366,-122.028544489,"Maple, Red (Acer rubrum)",4
47.6041228028,-122.028690662,"Maple, Red (Acer rubrum)",5
47.6042247249,-122.028715618,"Maple, Red (Acer rubrum)",3
47.6041583794,-122.028533794,"Maple, Red (Acer rubrum)",4
47.603997323,-122.028456073,"Maple, Red (Acer rubrum)",4
47.604003573,-122.028634332,"Maple, Red (Acer rubrum)",5
47.6038997274,-122.028406873,"Maple, Red (Acer rubrum)",5
47.6038343431,-122.028550193,"Maple, Red (Acer rubrum)",4
47.6039449195,-122.028602958,"Maple, Red (Acer rubrum)",4
47.60382617,-122.028367656,"Maple, Red (Acer rubrum)",5
47.6037300164,-122.028319882,"Maple, Red (Acer rubrum)",4
47.6037487664,-122.028512402,"Maple, Red (Acer rubrum)",5
47.6035790549,-122.028419708,"Maple, Red (Acer rubrum)",2
47.6036723242,-122.028473185,"Maple, Red (Acer rubrum)",4
47.6035997279,-122.028241448,"Maple, Red (Acer rubrum)",4
47.6035521317,-122.028207936,"Maple, Red (Acer rubrum)",4
47.6034877085,-122.028362665,"Maple, Red (Acer rubrum)",4
47.6035045355,-122.028170145,"Maple, Red (Acer rubrum)",5
47.6034627084,-122.028106684,"Maple, Red (Acer rubrum)",4
47.6033636695,-122.028217918,"Maple, Red (Acer rubrum)",4
47.6034415545,-122.028314178,"Maple, Red (Acer rubrum)",2
47.6033011691,-122.028104545,"Maple, Red (Acer rubrum)",4
47.603178572,-122.027919868,"Maple, Red (Acer rubrum)",4
47.6032535726,-122.028030389,"Maple, Red (Acer rubrum)",5
47.6032665535,-122.027810061,"Maple, Red (Acer rubrum)",3
47.6029367423,-122.027862113,"Maple, Red (Acer rubrum)",3
47.6028780876,-122.027919156,"Maple, Red (Acer rubrum)",3
47.6031252061,-122.027830026,"Maple, Red (Acer rubrum)",4
47.5784267561,-122.029137658,"Ash (Fraxinus species)",3
47.5785186272,-122.029131954,"Ash (Fraxinus species)",3
47.5779436022,-122.029133856,"Spruce (Picea species)",10
47.5779335011,-122.029093213,"Fir, Douglas (Pseudotsuga menziesii)",7
47.5782420513,-122.029055659,"Ash (Fraxinus species)",7
47.5724147668,-122.0289568,"Birch, Paper (Betula papyrifera)",1
47.5725408034,-122.028799932,"Birch, Paper (Betula papyrifera)",1
47.5723214418,-122.028817045,"Birch, Paper (Betula papyrifera)",1
47.572264677,-122.028962505,"Birch, Paper (Betula papyrifera)",1
47.5721472988,-122.028842714,"Birch, Paper (Betula papyrifera)",1
47.5719943219,-122.028881218,"Birch, Paper (Betula papyrifera)",1
47.572035212,-122.029008852,"Birch, Paper (Betula papyrifera)",1
47.5720890907,-122.028997444,"Birch, Paper (Betula papyrifera)",1
47.5718461552,-122.028936835,"Birch, Paper (Betula papyrifera)",1
47.5718490416,-122.029075165,"Birch, Paper (Betula papyrifera)",1
47.5716585409,-122.02913506,"Birch, Paper (Betula papyrifera)",1
47.5717027987,-122.028983183,"Birch, Paper (Betula papyrifera)",1
47.6295701104,-122.027134513,"Plum (Prunus species)",6
47.6297426208,-122.027201538,"Dogwood, Pacific (Cornus nuttallii)",5
47.6307171253,-122.027104565,"Spruce, Blue (Picea pungens)",12
47.6335472335,-122.026995933,"Maple, Red (Acer rubrum)",9
47.6337221331,-122.027236939,"Maple, Red (Acer rubrum)",2
47.6335722192,-122.027219113,"Maple, Red (Acer rubrum)",9
47.6335707777,-122.027494346,"Maple, Red (Acer rubrum)",7
47.6335842315,-122.027839456,"Pine (Pinus species)",5
